city,state,city_id,genus,species,scientific_name,district,cultivar,inventory_date,plant_year,block,lot,address,month.of.update,condition_date,maintained_by,scientific_name_old,nonmatch,word_count_name,genus_only,native,latitude,longitude
Jersey City,New Jersey,691,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,41.217003,-74.658902
Jersey City,New Jersey,722,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,744,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,758,Ulmus,americana,Ulmus americana,,Princeton,11,2016,12106,11,298 ACADEMY ST.,3,2019,Jersey City Division of Architecture,Ulmus americana,FALSE,2,no,TRUE,40.7299639,-74.0663973
Jersey City,New Jersey,110,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,19803,13,964 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7116381,-74.0690944
Jersey City,New Jersey,118,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,18901,1,990 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7123,-74.0686437
Jersey City,New Jersey,96,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,19803,9,944 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7112979,-74.0693847
Jersey City,New Jersey,508,Quercus,bicolor,Quercus bicolor,,,6,2016,19803,10,946 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7113317,-74.0693553
Jersey City,New Jersey,251,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,243,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,259,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,19803,5,WOODWARD ST,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,40.7134628,-74.0639761
Jersey City,New Jersey,341,Platanus,occidentalis,Platanus occidentalis,,,6,2016,19803,8,942 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,40.7112642,-74.0694141
Jersey City,New Jersey,376,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,374,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,373,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,550,Quercus,bicolor,Quercus bicolor,,,6,2016,19803,21,INSIDE GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.685772,-74.099794
Jersey City,New Jersey,197,Gleditsia,triacanthos,Gleditsia triacanthos,inermis,Shademaster,11,2015,4802,2,201 CENTRAL AVE.,3,2019,Jersey City Division of Architecture,Gleditsia triacanthos,FALSE,2,no,FALSE,40.8531551,-74.2770923
Jersey City,New Jersey,168,Cercis,canadensis,Cercis canadensis,,Forest Pansy,6,2016,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Cercis canadensis,FALSE,2,no,TRUE,40.7108088,-74.0678418
Jersey City,New Jersey,180,Cornus,florida,Cornus florida,,,4,2016,11006,24,384 FIRST ST,3,2019,Jersey City Division of Architecture,Cornus florida,FALSE,2,no,TRUE,40.50462,-74.27379
Jersey City,New Jersey,228,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,207,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,220,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,223,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,142,Amelancier,laevis,Amelanchier laevis,,Princess Diana,8,2015,16302,40,2565 KENNEDY BLVD.,3,2019,Jersey City Division of Architecture,Amelancier laevis,FALSE,2,no,TRUE,40.3577992,-74.3644894
Jersey City,New Jersey,134,Amelanchier,canadensis,Amelanchier canadensis,,,6,2016,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Amelanchier canadensis,FALSE,2,no,TRUE,40.7108088,-74.0678418
Jersey City,New Jersey,74,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,64,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,385,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,387,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,528,Quercus,bicolor,Quercus bicolor,,,6,2016,19803,19,978 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7118955,-74.068916
Jersey City,New Jersey,562,Thuja,occidentalis,Thuja occidentalis,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Thuja occidentalis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,732,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,751,Tilia,cordata,Tilia cordata,,Greenspire,6,2016,19803,5,WOODWARD ST,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7134628,-74.0639761
Jersey City,New Jersey,753,Tilia,cordata,Tilia cordata,,Greenspire,6,2016,19803,5,WOODWARD ST,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7134628,-74.0639761
Jersey City,New Jersey,678,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,41.217003,-74.658902
Jersey City,New Jersey,468,Quercus,rubra,Quercus rubra,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,495,Quercus,rubra,Quercus rubra,,,6,2016,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,40.7108088,-74.0678418
Jersey City,New Jersey,194,Gleditsia,triacanthos,Gleditsia triacanthos,,,4,2017,11404,18,126 NEWARK AVE.,3,2019,Jersey City Division of Architecture,Gleditsia triacanthos,FALSE,2,no,FALSE,40.720097,-74.04297
Jersey City,New Jersey,177,Cornus,kousa,Cornus kousa,,,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Cornus kousa,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,179,Cornus,kousa,Cornus kousa,,,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Cornus kousa,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,738,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,742,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,247,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,240,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,250,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,274,Magnolia,virginiana,Magnolia virginiana,,,0,0,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Magnolia virginiana,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,348,Platanus,occidentalis,Platanus occidentalis,,,6,2016,19803,12,960-958 GARFIELD AVE,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,40.711287,-74.069485
Jersey City,New Jersey,355,Platanus,occidentalis,Platanus occidentalis,,,6,2016,19803,18,976 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,40.7118587,-74.0689415
Jersey City,New Jersey,365,Pseudotsuga,menziesii,Pseudotsuga menziesii,,,6,2016,19803,5,WOODWARD ST,3,2019,Jersey City Redevelopment Agency,Pseudotsuga menziesii,FALSE,2,no,FALSE,40.7134628,-74.0639761
Jersey City,New Jersey,325,Platanus,occidentalis,Platanus occidentalis,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,208,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,224,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,71,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,85,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7108088,-74.0678418
Jersey City,New Jersey,38,Acer,saccharum,Acer saccharum,,Legacy,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Acer saccharum,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,15,Acer,saccharum,Acer saccharum,,Legacy,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Acer saccharum,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,44,Acer,saccharum,Acer saccharum,,Legacy,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Acer saccharum,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,62,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,466,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,450,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,386,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,402,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,383,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,516,Quercus,bicolor,Quercus bicolor,,,6,2016,19803,12,960-958 GARFIELD AVE,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.711287,-74.069485
Jersey City,New Jersey,105,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,19803,12,960-958 GARFIELD AVE,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.711287,-74.069485
Jersey City,New Jersey,715,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,720,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,651,Thuja,occidentalis,Thuja occidentalis,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Thuja occidentalis,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,624,Thuja,occidentalis,Thuja occidentalis,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Thuja occidentalis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,580,Thuja,occidentalis,Thuja occidentalis,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Thuja occidentalis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,533,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,1,990 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7123,-74.0686437
Jersey City,New Jersey,541,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,1,990 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7123,-74.0686437
Jersey City,New Jersey,29,Acer,saccharum,Acer saccharum,,Legacy,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Acer saccharum,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,101,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,19803,11,948 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7113654,-74.0693259
Jersey City,New Jersey,115,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,19803,20,980 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7119322,-74.0688905
Jersey City,New Jersey,121,Amelanchier,canadensis,Amelanchier canadensis,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Amelanchier canadensis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,174,Cornus,kousa,Cornus kousa,,,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Cornus kousa,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,214,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,239,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,245,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,249,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,252,Juniperus,chinensis,Juniperus chinensis,,Torulosa,4,2017,11603,42,110 FIRST ST.,3,2019,Jersey City Division of Architecture,Juniperus chinensis,FALSE,2,no,FALSE,40.5032857,-74.2743463
Jersey City,New Jersey,256,Juniperus,virginiana,Juniperus virginiana,,Hillspire,6,2016,19803,5,WOODWARD ST,3,2019,Jersey City Redevelopment Agency,Juniperus virginiana,FALSE,2,no,TRUE,40.7134628,-74.0639761
Jersey City,New Jersey,306,Platanus,occidentalis,Platanus occidentalis,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,321,Platanus,occidentalis,Platanus occidentalis,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,350,Platanus,occidentalis,Platanus occidentalis,,,6,2016,19803,12,960-958 GARFIELD AVE,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,40.711287,-74.069485
Jersey City,New Jersey,366,Pseudotsuga,menziesii,Pseudotsuga menziesii,,,6,2016,19803,5,WOODWARD ST,3,2019,Jersey City Redevelopment Agency,Pseudotsuga menziesii,FALSE,2,no,FALSE,40.7134628,-74.0639761
Jersey City,New Jersey,370,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,389,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,403,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,458,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,459,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,469,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,472,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,591,Thuja,occidentalis,Thuja occidentalis,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Thuja occidentalis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,623,Thuja,occidentalis,Thuja occidentalis,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Thuja occidentalis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,654,Thuja,occidentalis,Thuja occidentalis,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Thuja occidentalis,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,677,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,41.217003,-74.658902
Jersey City,New Jersey,697,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,41.217003,-74.658902
Jersey City,New Jersey,719,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,727,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,734,Tilia,cordata,Tilia cordata,,Greenspire,4,2014,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Tilia cordata,FALSE,2,no,FALSE,40.7108088,-74.0678418
Jersey City,New Jersey,760,Ulmus,americana,Ulmus americana,,Princeton,11,2016,12106,11,298 ACADEMY ST.,3,2019,Jersey City Division of Architecture,Ulmus americana,FALSE,2,no,TRUE,40.7299639,-74.0663973
Jersey City,New Jersey,763,Ulmus,americana,Ulmus americana,,Princeton,11,2016,12106,11,298 ACADEMY ST.,3,2019,Jersey City Division of Architecture,Ulmus americana,FALSE,2,no,TRUE,40.7299639,-74.0663973
Jersey City,New Jersey,522,Quercus,bicolor,Quercus bicolor,,,6,2016,19803,15,968 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7117116,-74.0690434
Jersey City,New Jersey,490,Quercus,rubra,Quercus rubra,,,6,2016,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,40.7108088,-74.0678418
Jersey City,New Jersey,158,Cercis,canadensis,Cercis canadensis,,Forest Pansy,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Cercis canadensis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,131,Amelanchier,canadensis,Amelanchier canadensis,,,6,2016,19803,3,75 WOODWARD ST.,3,2019,Jersey City Redevelopment Agency,Amelanchier canadensis,FALSE,2,no,TRUE,40.7108088,-74.0678418
Jersey City,New Jersey,128,Amelanchier,canadensis,Amelanchier canadensis,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Amelanchier canadensis,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,175,Cornus,kousa,Cornus kousa,,,4,2017,11603,41,108 FIRST ST.,3,2019,Jersey City Division of Architecture,Cornus kousa,FALSE,2,no,FALSE,40.5032196,-74.2743796
Jersey City,New Jersey,264,Liquidambar,styraciflua,Liquidambar styraciflua,,,11,2015,4802,2,201 CENTRAL AVE.,3,2019,Jersey City Division of Architecture,Liquidambar styraciflua,FALSE,2,no,TRUE,40.8531551,-74.2770923
Jersey City,New Jersey,316,Platanus,occidentalis,Platanus occidentalis,,,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,352,Platanus,occidentalis,Platanus occidentalis,,,6,2016,19803,14,966 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Platanus occidentalis,FALSE,2,no,TRUE,40.7116748,-74.0690689
Jersey City,New Jersey,75,Acer,rubrum,Acer rubrum,,Sunvalley,6,2016,18901,2,1000 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Acer rubrum,FALSE,2,no,TRUE,40.7124816,-74.0685249
Jersey City,New Jersey,50,Acer,saccharum,Acer saccharum,,Legacy,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Acer saccharum,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,418,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,437,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,439,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,419,Quercus,rubra,Quercus rubra,,,6,2016,18901,18,1 BERRY ROAD,3,2019,Jersey City Redevelopment Agency,Quercus rubra,FALSE,2,no,TRUE,41.217003,-74.658902
Jersey City,New Jersey,532,Quercus,bicolor,Quercus bicolor,,,6,2016,18901,1,990 GARFIELD AVE.,3,2019,Jersey City Redevelopment Agency,Quercus bicolor,FALSE,2,no,TRUE,40.7123,-74.0686437
Jersey City,New Jersey,196,Gleditsia,triacanthos,Gleditsia triacanthos,inermis,Shademaster,11,2015,4802,2,201 CENTRAL AVE.,3,2019,Jersey City Division of Architecture,Gleditsia triacanthos,FALSE,2,no,FALSE,40.8531551,-74.2770923
